"","part_item","RECORDING_SESSION_LABEL.x","word_order","use_rating","exposure_rating","offensiveness_rating","taboo_rating","valence_rating","arousal_rating","imagery_rating","critical_word","taboo_status.x","item_num.x","list.x","RECORDING_SESSION_LABEL.y","CURRENT_FIX_ADJUSTED","CURRENT_FIX_PUPIL","TRIAL_INDEX","button_RT","button_pressed","combined_cs_status","comp_q","cs_word","cs_word_char_position","cs_word_length","cs_word_or_combo","cs_word_or_combo_char_position","cs_word_or_combo_length","cs_word_or_combo_word_position","cs_word_word_position","cword","cword_char_position","cword_length","cword_word_position","e_status","exp_button","exp_response","frame_cword_space","item_num.y","lang","list.y","p_status","pre_cs_word_frame_space","pre_cs_word_or_combo_space","pre_cword_frame_space","response_accuracy","sent","sent_length_words","taboo_status.y","SINGLE_FIXATION_DURATION","FIRST_FIXATION_DURATION","GAZE_DURATION","REGRESSION_PATH_DURATION","REREADING_DURATION","TOTAL_DURATION","FIRST_PASS_REGRESSION","FIRST_PAST_FIXATION","Lang_order","DELE","MELICET","dominance","dom_cat","MeanTD","MeanGD","MeanFFD","sdTD","sdGD","sdFFD","seTD","seGD","seFFD"
"45","101_7",101,3,9,9,1,1,5,9,5,"shit","taboo",7,1,101,FALSE,832,96,3485,"Down","n","¿Ocurrió esto cuando volvió del lago?","from",16,4,"from",16,4,3,3,"shit",38,4,8,"e","Down","n","Cuando regresó from the farm, he had shit",7,"CS",1,"s","Cuando regresó","Cuando regresó","Cuando regresó from the farm, he had","correct","Cuando regresó from the farm, he had shit all over his pants.",12,"taboo",190,190,190,335,145,190,"1",1,"SCS2_E2",36,41,0.87804878,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"46","102_1",102,1,2,2,1,1,2,5,4,"stiff","neut",1,2,102,FALSE,1040,84,1280,"Up","n","¿Ocurrió esto after the workout?","was",10,3,"was",10,3,3,3,"stiff",19,5,5,"e","Up","y","Su novia was very stiff",1,"CS",2,"s","Su novia","Su novia","Su novia was very","correct","Su novia was very stiff after her usual workout in the morning.",12,"neut",183,183,183,183,0,341,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"47","102_11",102,19,2,3,1,5,6,7,9,"alcohol","neut",11,2,102,FALSE,1204,7,2293,"Down","n","Did they smell like that during the film festival?","smelled",13,7,"smelled",13,7,3,3,"alcohol",24,7,5,"e","Down","n","The streets smelled of alcohol",11,"Eng",2,"s","The streets","The streets","The streets smelled of","correct","The streets smelled of alcohol during the spring festival.",9,"neut",181,181,181,181,0,181,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"48","102_12",102,20,1,3,1,9,6,9,9,"butthole","taboo",12,2,102,FALSE,1250,16,1475,"Down","y","Did the person see the picture on their computer?","picture",19,7,"a picture",17,9,4,5,"butthole",32,8,8,"e","Down","n","Yesterday I saw a picture of a butthole",12,"Eng",2,"s","Yesterday I saw a","Yesterday I saw","Yesterday I saw a picture of a","correct","Yesterday I saw a picture of a butthole in my cousin's phone.",12,"taboo",0,234,434,434,0,534,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"49","102_13",102,5,1,3,1,1,4,2,9,"sugar","neut",13,2,102,FALSE,1152,99,1389,"Down","n","¿Fue adicto durante 5 años?","was",19,3,"was",19,3,5,5,"sugar",35,5,8,"e","Down","n","En el colegio, he was addicted to sugar",13,"CS",2,"s","En el colegio, he","En el colegio, he","En el colegio, he was addicted to","correct","En el colegio, he was addicted to sugar for three years.",11,"neut",89,89,89,89,0,89,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"50","102_14",102,6,5,9,1,8,9,9,9,"nipple","taboo",14,2,102,FALSE,1172,19,2118,"Up","n","¿Su bebé la lastimó?","bit",9,3,"bit",9,3,3,3,"nipple",17,6,5,"e","Up","y","Su bebé bit her nipple",14,"CS",2,"s","Su bebé","Su bebé","Su bebé bit her","correct","Su bebé bit her nipple and drew blood.",8,"taboo",193,193,193,193,0,422,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"51","102_17",102,21,5,6,1,1,6,3,9,"face","neut",17,2,102,FALSE,1160,23,1803,"Up","n","Did he have a compulsive disorder?","washed",16,6,"washed",16,6,4,4,"face",27,4,6,"e","Up","y","My best friend washed his face",17,"Eng",2,"s","My best friend","My best friend","My best friend washed his","correct","My best friend washed his face compulsively in college.",9,"neut",250,250,250,250,0,250,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"52","102_18",102,22,6,9,1,5,9,9,9,"boobs","taboo",18,2,102,FALSE,1237,33,4915,"Up","n","Did they hurt after jogging?","that",10,4,"that",10,4,3,3,"boobs",19,5,5,"e","Up","y","She said that her boobs",18,"Eng",2,"s","She said","She said","She said that her","correct","She said that her boobs hurt after running.",8,"taboo",214,214,214,357,143,214,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"53","102_19",102,7,3,5,1,2,8,5,9,"quarter","neut",19,2,102,FALSE,1262,12,2801,"Down","n","¿La persona lo vio en el armario?","we",14,2,"we",14,2,4,4,"quarter",44,7,11,"e","Down","n","En el hostal we were staying at, I found a quarter",19,"CS",2,"s","En el hostal","En el hostal","En el hostal we were staying at, I found a","correct","En el hostal we were staying at, I found a quarter on the bed sheet.",15,"neut",177,177,177,177,0,311,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"54","102_2",102,2,1,3,1,9,2,3,9,"incest","taboo",2,2,102,FALSE,1297,49,3859,"Up","n","¿Es este un problema in cities?","that",15,4,"that",15,4,3,3,"incest",20,6,4,"e","Down","n","Lei somewhere that incest",2,"CS",2,"s","Lei somewhere","Lei somewhere","Lei somewhere that","incorrect","Lei somewhere that incest is a big problem in small communities.",11,"taboo",203,203,203,203,0,268,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"55","102_24",102,24,9,9,1,9,8,9,9,"cum","taboo",24,2,102,FALSE,1351,27,1321,"Down","n","Was it on the train seat?","that",15,4,"that",15,4,4,4,"cum",30,3,7,"e","Down","n","I could swear that there was cum",24,"Eng",2,"s","I could swear","I could swear","I could swear that there was","correct","I could swear that there was cum on the seat of the bus.",13,"taboo",309,309,309,309,0,459,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"56","102_25",102,9,2,3,1,6,1,1,9,"cigarette","neut",25,2,102,FALSE,1177,76,4600,"Up","n","¿La mamá de María lo encontró en el espacio privado de María?","found",18,5,"found",18,5,5,5,"cigarette",26,9,7,"e","Up","y","La mamá de María found a cigarette",25,"CS",2,"s","La mamá de María","La mamá de María","La mamá de María found a","correct","La mamá de María found a cigarette in her room.",10,"neut",154,154,154,154,0,230,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"57","102_26",102,10,2,3,1,9,6,9,9,"pornography","taboo",26,2,102,FALSE,1339,38,3525,"Up","n","¿Estaban junto a la nevera?","talking",8,7,"talking",8,7,3,3,"pornography",22,11,5,"e","Up","y","Los oí talking about pornography",26,"CS",2,"s","Los oí","Los oí","Los oí talking about","correct","Los oí talking about pornography by the refrigerator.",8,"taboo",349,349,349,349,0,695,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"58","102_29",102,25,4,4,1,1,8,2,9,"agriculture","neut",29,2,102,FALSE,1037,46,1041,"Up","n","Did the aunts chat over coffee?","were",10,4,"were",10,4,3,3,"agriculture",30,11,6,"e","Up","y","My aunts were chatting about agriculture",29,"Eng",2,"s","My aunts","My aunts","My aunts were chatting about","correct","My aunts were chatting about agriculture while having coffee yesterday.",10,"neut",0,140,326,326,0,493,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"59","102_30",102,26,2,8,1,9,1,4,4,"syphilis","taboo",30,2,102,FALSE,1233,29,3578,"Up","n","Was he in a relationship when he got it?","gave",19,4,"gave",19,4,4,4,"syphilis",28,8,6,"e","Up","y","His ex girlfriend gave him syphilis",30,"Eng",2,"s","His ex girlfriend","His ex girlfriend","His ex girlfriend gave him","correct","His ex girlfriend gave him syphilis in college.",8,"taboo",0,175,175,1659,1484,674,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"60","102_31",102,11,3,4,1,3,5,3,9,"teeth","neut",31,2,102,FALSE,1065,43,5063,"Up","n","¿Los examinaron en la consulta del doctor?","they",20,4,"they",20,4,5,5,"teeth",38,5,8,"e","Down","n","Hoy en el colegio, they examined the teeth",31,"CS",2,"s","Hoy en el colegio,","Hoy en el colegio,","Hoy en el colegio, they examined the","incorrect","Hoy en el colegio, they examined the teeth of the children at the annual health checkup.",16,"neut",243,243,243,389,146,323,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"61","102_32",102,12,3,9,1,8,9,9,9,"condoms","taboo",32,2,102,FALSE,1119,89,1835,"Up","n","¿Cayeron muchos de ellos?","yesterday",31,9,"yesterday",31,9,7,7,"condoms",53,7,11,"e","Up","y","Cuando yo estaba en la tienda yesterday, a bunch of condoms",32,"CS",2,"s","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda yesterday, a bunch of","correct","Cuando yo estaba en la tienda yesterday, a bunch of condoms fell from a shelf.",15,"taboo",207,207,207,405,198,782,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"62","102_35",102,27,2,4,1,1,9,1,5,"dynamic","neut",35,2,102,FALSE,1153,13,1908,"Down","n","Did they see the movie last week?","last",18,4,"last",18,4,5,5,"dynamic",35,7,8,"e","Up","y","The movie we saw last weekend was dynamic",35,"Eng",2,"s","The movie we saw","The movie we saw","The movie we saw last weekend was","incorrect","The movie we saw last weekend was dynamic from beginning to end.",12,"neut",274,274,274,274,0,455,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"63","102_36",102,28,5,9,1,8,8,9,5,"bitches","taboo",36,2,102,FALSE,1210,9,1168,"Down","n","Were they in front of the cinema?","there",21,5,"there",21,5,5,5,"bitches",41,7,10,"e","Down","n","My friend said that there were a lot of bitches",36,"Eng",2,"s","My friend said that","My friend said that","My friend said that there were a lot of","correct","My friend said that there were a lot of bitches in front of the club last night.",17,"taboo",0,346,687,687,0,914,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"64","102_37",102,13,2,2,1,1,8,2,9,"letter","neut",37,2,102,FALSE,1108,73,1357,"Down","y","¿Ocurrió esto en la calle?","heard",20,5,"I heard",18,7,4,5,"letter",50,6,11,"e","Down","n","La semana pasada I heard that Angela gave Juan a letter",37,"CS",2,"s","La semana pasada I","La semana pasada","La semana pasada I heard that Angela gave Juan a","correct","La semana pasada I heard that Angela gave Juan a letter in the park.",14,"neut",177,177,177,177,0,700,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"65","102_38",102,14,6,9,1,9,8,9,9,"orgasm","taboo",38,2,102,FALSE,1156,98,4026,"Down","y","¿Ocurrió esto en la mañana?","other",30,5,"the other",26,9,6,7,"orgasm",52,6,12,"e","Down","n","Cuando regrese a mi casa the other night, I had an orgasm",38,"CS",2,"s","Cuando regrese a mi casa the","Cuando regrese a mi casa","Cuando regrese a mi casa the other night, I had an","correct","Cuando regrese a mi casa the other night, I had an orgasm on the couch.",15,"taboo",223,223,223,223,0,636,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"66","102_41",102,29,8,4,1,1,5,3,8,"colleague","neut",41,2,102,FALSE,1091,44,1282,"Down","y","Did he invite the person over email?","invited",34,7,"he invited",31,10,6,7,"colleague",47,9,9,"e","Down","n","Last night over text message, he invited that colleague",41,"Eng",2,"s","Last night over text message, he","Last night over text message,","Last night over text message, he invited that","correct","Last night over text message, he invited that colleague to his place for dinner.",14,"neut",0,178,178,720,542,545,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"67","102_42",102,30,3,9,1,6,9,9,9,"tits","taboo",42,2,102,FALSE,1256,49,1465,"Down","n","Could she button the jacket?","was",23,3,"was",23,3,5,5,"tits",45,4,10,"e","Down","n","The blazer she bought was too small for her tits",42,"Eng",2,"s","The blazer she bought","The blazer she bought","The blazer she bought was too small for her","correct","The blazer she bought was too small for her tits, so she returned it.",14,"taboo",200,200,200,200,0,200,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"68","102_43",102,15,1,1,1,2,7,4,9,"belly","neut",43,2,102,FALSE,1135,80,1181,"Up","n","¿Fueron a una cita?","that",10,4,"that",10,4,3,3,"belly",24,5,7,"e","Up","y","No sabía that he had a belly",43,"CS",2,"s","No sabía","No sabía","No sabía that he had a","correct","No sabía that he had a belly that big until we went on a date.",15,"neut",245,245,245,245,0,282,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"69","102_47",102,31,1,2,1,1,9,2,8,"acrobat","neut",47,2,102,FALSE,1210,5,2304,"Up","n","Did she travel a lot in her twenties?","when",26,4,"when",26,4,6,6,"acrobat",48,7,11,"e","Up","y","My friend traveled a lot when she worked as an acrobat",47,"Eng",2,"s","My friend traveled a lot","My friend traveled a lot","My friend traveled a lot when she worked as an","correct","My friend traveled a lot when she worked as an acrobat in her twenties.",14,"neut",0,205,205,585,380,818,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"70","102_48",102,32,1,1,1,9,5,9,7,"cocksucker","taboo",48,2,102,FALSE,1041,35,1568,"Down","n","Did he get out of the car?","and",28,3,"and",28,3,7,7,"cocksucker",49,10,10,"e","Down","n","He got out of the building and started yelling \cocksucker\""""",48,"Eng",2,"s","He got out of the building","He got out of the building","He got out of the building and started yelling","correct","He got out of the building and started yelling \cocksucker\"" in the middle of a busy street.""",17,"taboo",0,156,346,346,0,856,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"71","102_5",102,17,1,2,1,1,5,2,9,"doors","neut",5,2,102,FALSE,1053,48,2140,"Up","n","Was there a lot of them?","pointed",23,7,"pointed",23,7,5,5,"doors",70,5,13,"e","Up","y","The museum tour guide pointed out how his paintings were filled with doors",5,"Eng",2,"s","The museum tour guide","The museum tour guide","The museum tour guide pointed out how his paintings were filled with","correct","The museum tour guide pointed out how his paintings were filled with doors at the beginning of his career.",19,"neut",0,217,217,1514,1297,1373,"1",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"72","102_6",102,18,4,4,2,9,1,1,8,"rape","taboo",6,2,102,FALSE,1210,24,3417,"Down","y","Did they read about this yesterday?","read",17,4,"I read",15,6,3,4,"rape",30,4,7,"e","Down","n","This morning, I read about a rape",6,"Eng",2,"s","This morning, I","This morning,","This morning, I read about a","correct","This morning, I read about a rape that happened yesterday in our city.",14,"taboo",209,209,209,209,0,406,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"73","102_7",102,3,1,1,1,1,4,1,7,"hay","neut",7,2,102,FALSE,1290,11,3587,"Down","n","¿Ocurrió esto cuando volvió del lago?","from",16,4,"from",16,4,3,3,"hay",38,3,8,"e","Down","n","Cuando regresó from the farm, he had hay",7,"CS",2,"s","Cuando regresó","Cuando regresó","Cuando regresó from the farm, he had","correct","Cuando regresó from the farm, he had hay all over his pants.",12,"neut",277,277,277,277,0,277,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"74","102_8",102,4,5,9,1,9,9,9,9,"clitoris","taboo",8,2,102,FALSE,1168,32,4784,"Down","n","¿Se lastimó el invierno pasado?","she",19,3,"she",19,3,4,4,"clitoris",32,8,7,"e","Down","n","El verano pasado, she hurt her clitoris",8,"CS",2,"s","El verano pasado,","El verano pasado,","El verano pasado, she hurt her","correct","El verano pasado, she hurt her clitoris trying to get on a horse.",13,"taboo",0,201,416,416,0,655,"0",1,"SCS2_E2",34,47,0.723404255,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"75","11_11",11,4,1,3,4,5,3,2,9,"piss","taboo",11,5,11,FALSE,1042,102,2351,"Down","n","¿Olían así durante el festival de cine?","smelled",12,7,"smelled",12,7,3,3,"piss",23,4,5,"e","Down","n","Las calles smelled of piss",11,"CS",5,"s","Las calles","Las calles","Las calles smelled of","correct","Las calles smelled of piss during the spring festival.",9,"taboo",218,218,218,218,0,218,"0",1,"E2_SCS2",29,45,0.644444444,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"76","11_14",11,21,7,8,1,2,7,3,8,"finger","neut",14,5,11,FALSE,1023,43,2359,"Up","n","Did her baby hurt her?","bit",10,3,"bit",10,3,3,3,"finger",18,6,5,"e","Up","y","Her baby bit her finger",14,"Eng",5,"s","Her baby","Her baby","Her baby bit her","correct","Her baby bit her finger and drew blood.",8,"neut",298,298,298,298,0,298,"0",1,"E2_SCS2",29,45,0.644444444,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"77","11_15",11,22,1,4,1,3,5,1,7,"buttock","taboo",15,5,11,FALSE,1032,25,1892,"Down","n","Has the mark been there for a week?","big",10,3,"big",10,3,4,4,"buttock",25,7,8,"e","Down","n","I have a big mark on my buttock",15,"Eng",5,"s","I have a","I have a","I have a big mark on my","correct","I have a big mark on my buttock from yesterday's party.",11,"taboo",217,217,217,217,0,217,"0",1,"E2_SCS2",29,45,0.644444444,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
